chrom.i.,start.i.,end.i.,chrom.j.,start.j.,end.j.,interaction,Tes,GC,Acc
chr2L,106000,108000,2L,124000,126000,338,2.5,0.427786107,393.1148527
chr2L,106000,108000,2L,126000,128000,57,3,0.424037981,339.2009852
chr2L,106000,108000,2L,128000,130000,360,7,0.442778611,1071.506335
chr2L,106000,108000,2L,130000,132000,95,5.5,0.410294853,522.0777139
chr2L,106000,108000,2L,132000,134000,170,3.5,0.471264368,489.3763232
chr2L,106000,108000,2L,134000,136000,114,2.5,0.391304348,406.6435018
chr2L,106000,108000,2L,136000,138000,136,3,0.406546727,423.3599203
chr2L,106000,108000,2L,138000,140000,132,2.5,0.411794103,326.2820244
chr2L,106000,108000,2L,140000,142000,122,3.5,0.436781609,330.5186515
chr2L,106000,108000,2L,142000,144000,140,12,0.453023488,560.3985008
chr2L,106000,108000,2L,144000,146000,78,3,0.449525237,333.4204795
chr2L,106000,108000,2L,146000,148000,62,5,0.440529735,318.030939
chr2L,106000,108000,2L,148000,150000,63,2.5,0.44027986,317.3532591
chr2L,106000,108000,2L,150000,152000,88,2,0.437781109,316.1154915
chr2L,106000,108000,2L,152000,154000,102,2.5,0.451524238,317.717859
chr2L,106000,108000,2L,154000,156000,96,3.5,0.436031984,472.4542076
chr2L,106000,108000,2L,156000,158000,139,2.5,0.42053973,412.8681699
chr2L,106000,108000,2L,158000,160000,88,6,0.402548726,727.585161
chr2L,106000,108000,2L,160000,162000,13,10,0.41854073,2105.794331
chr2L,106000,108000,2L,162000,164000,30,3,0.393803098,670.1158416
chr2L,106000,108000,2L,164000,166000,51,2.5,0.391804098,523.0709155
chr2L,106000,108000,2L,166000,168000,20,2.5,0.39830085,1231.771492
chr2L,106000,108000,2L,168000,170000,30,3.5,0.393803098,527.542765
chr2L,106000,108000,2L,170000,172000,33,2.5,0.372813593,340.1419559
chr2L,106000,108000,2L,172000,174000,36,3,0.387306347,306.9643648
chr2L,106000,108000,2L,174000,176000,7,2,0.375312344,304.5897982
chr2L,106000,108000,2L,176000,178000,18,2.5,0.371814093,299.9109974
chr2L,106000,108000,2L,178000,180000,36,3,0.407296352,314.5426894
chr2L,106000,108000,2L,180000,182000,28,2,0.41854073,327.439757
chr2L,106000,108000,2L,182000,184000,15,5.5,0.392303848,466.449738
chr2L,106000,108000,2L,184000,186000,24,2.5,0.475762119,324.4911033
chr2L,106000,108000,2L,186000,188000,36,2,0.431784108,311.0757112
chr2L,106000,108000,2L,188000,190000,24,2,0.464017991,326.1879179
chr2L,106000,108000,2L,190000,192000,28,2,0.446026987,325.1972282
chr2L,106000,108000,2L,192000,194000,14,2,0.436281859,318.3654043
chr2L,106000,108000,2L,194000,196000,29,2,0.45852074,330.1881027
chr2L,106000,108000,2L,196000,198000,24,2,0.451274363,329.1175055
chr2L,106000,108000,2L,198000,2.00E+05,17,2,0.45902049,325.3592945
chr2L,106000,108000,2L,2.00E+05,202000,31,2.5,0.423288356,317.7860929
chr2L,106000,108000,2L,202000,204000,36,5,0.371064468,400.9093558
chr2L,106000,108000,2L,204000,206000,23,2.5,0.447026487,342.2369915
chr2L,106000,108000,2L,206000,208000,15,4.5,0.417291354,419.1311832
chr2L,106000,108000,2L,208000,210000,19,2.5,0.456771614,318.909507
chr2L,106000,108000,2L,210000,212000,33,2,0.38155922,314.0047913
chr2L,106000,108000,2L,212000,214000,20,2,0.477261369,331.7569608
chr2L,106000,108000,2L,214000,216000,21,2,0.463518241,323.592131
chr2L,106000,108000,2L,216000,218000,11,2,0.440529735,326.1444793
chr2L,106000,108000,2L,218000,220000,21,2,0.412543728,310.7197343
chr2L,106000,108000,2L,220000,222000,16,7.5,0.407296352,428.9539033
chr2L,106000,108000,2L,222000,224000,29,19,0.436531734,640.5992405
chr2L,106000,108000,2L,224000,226000,2,3.5,0.432783608,595.7957658
chr2L,108000,110000,2L,108000,110000,194,8,0.453273363,953.8260855
chr2L,108000,110000,2L,110000,112000,780,5,0.430784608,532.4400924
chr2L,108000,110000,2L,112000,114000,568,4,0.433033483,530.5094077
chr2L,108000,110000,2L,114000,116000,548,10.5,0.4017991,625.3295962
chr2L,108000,110000,2L,116000,118000,469,4.5,0.416041979,519.6418556
chr2L,108000,110000,2L,118000,120000,315,4,0.43878061,557.6073419
chr2L,108000,110000,2L,120000,122000,390,5.5,0.442528736,1053.017926
chr2L,108000,110000,2L,122000,124000,370,6,0.410794603,594.1868409
chr2L,108000,110000,2L,124000,126000,231,4.5,0.444277861,598.923281
chr2L,108000,110000,2L,126000,128000,33,5,0.440529735,545.0094135
chr2L,108000,110000,2L,128000,130000,238,9,0.459270365,1277.314763
chr2L,108000,110000,2L,130000,132000,56,7.5,0.426786607,727.8861421
chr2L,108000,110000,2L,132000,134000,88,5.5,0.487756122,695.1847515
chr2L,108000,110000,2L,134000,136000,69,4.5,0.407796102,612.4519301
chr2L,108000,110000,2L,136000,138000,112,5,0.423038481,629.1683485
chr2L,108000,110000,2L,138000,140000,66,4.5,0.428285857,532.0904527
chr2L,108000,110000,2L,140000,142000,77,5.5,0.453273363,536.3270798
chr2L,108000,110000,2L,142000,144000,91,14,0.469515242,766.2069291
chr2L,108000,110000,2L,144000,146000,47,5,0.466016992,539.2289078
chr2L,108000,110000,2L,146000,148000,25,7,0.457021489,523.8393673
chr2L,108000,110000,2L,148000,150000,50,4.5,0.456771614,523.1616874
chr2L,108000,110000,2L,150000,152000,59,4,0.454272864,521.9239198
chr2L,108000,110000,2L,152000,154000,49,4.5,0.468015992,523.5262873
chr2L,108000,110000,2L,154000,156000,65,5.5,0.452523738,678.2626358
chr2L,108000,110000,2L,156000,158000,79,4.5,0.437031484,618.6765982
chr2L,108000,110000,2L,158000,160000,56,8,0.41904048,933.3935893
chr2L,108000,110000,2L,160000,162000,7,12,0.435032484,2311.602759
chr2L,108000,110000,2L,162000,164000,21,5,0.410294853,875.9242699
chr2L,108000,110000,2L,164000,166000,37,4.5,0.408295852,728.8793438
chr2L,108000,110000,2L,166000,168000,16,4.5,0.414792604,1437.57992
chr2L,108000,110000,2L,168000,170000,13,5.5,0.410294853,733.3511932
chr2L,108000,110000,2L,170000,172000,23,4.5,0.389305347,545.9503842
chr2L,108000,110000,2L,172000,174000,21,5,0.403798101,512.7727931
chr2L,108000,110000,2L,174000,176000,3,4,0.391804098,510.3982265
chr2L,108000,110000,2L,176000,178000,12,4.5,0.388305847,505.7194257
chr2L,108000,110000,2L,178000,180000,23,5,0.423788106,520.3511177
chr2L,108000,110000,2L,180000,182000,9,4,0.435032484,533.2481853
chr2L,108000,110000,2L,182000,184000,7,7.5,0.408795602,672.2581663
chr2L,108000,110000,2L,184000,186000,26,4.5,0.492253873,530.2995316
chr2L,108000,110000,2L,186000,188000,16,4,0.448275862,516.8841394
chr2L,108000,110000,2L,188000,190000,23,4,0.480509745,531.9963462
chr2L,108000,110000,2L,190000,192000,23,4,0.462518741,531.0056564
chr2L,108000,110000,2L,192000,194000,3,4,0.452773613,524.1738326
chr2L,108000,110000,2L,194000,196000,13,4,0.475012494,535.996531
chr2L,108000,110000,2L,196000,198000,12,4,0.467766117,534.9259337
chr2L,108000,110000,2L,198000,2.00E+05,8,4,0.475512244,531.1677228
chr2L,108000,110000,2L,2.00E+05,202000,9,4.5,0.43978011,523.5945212
chr2L,108000,110000,2L,202000,204000,21,7,0.387556222,606.717784
chr2L,108000,110000,2L,204000,206000,19,4.5,0.463518241,548.0454198
chr2L,108000,110000,2L,206000,208000,19,6.5,0.433783108,624.9396115
chr2L,108000,110000,2L,208000,210000,10,4.5,0.473263368,524.7179352
chr2L,108000,110000,2L,210000,212000,12,4,0.398050975,519.8132196
chr2L,108000,110000,2L,212000,214000,21,4,0.493753123,537.5653891
chr2L,108000,110000,2L,214000,216000,11,4,0.480009995,529.4005593
chr2L,108000,110000,2L,216000,218000,7,4,0.457021489,531.9529076
chr2L,108000,110000,2L,218000,220000,11,4,0.429035482,516.5281626
chr2L,108000,110000,2L,220000,222000,6,9.5,0.423788106,634.7623316
chr2L,108000,110000,2L,222000,224000,11,21,0.453023488,846.4076688
chr2L,108000,110000,2L,224000,226000,0,5.5,0.449275362,801.6041941
chr2L,110000,112000,2L,110000,112000,316,2,0.408295852,111.0540992
chr2L,110000,112000,2L,112000,114000,746,1,0.410544728,109.1234145
chr2L,110000,112000,2L,114000,116000,783,7.5,0.379310345,203.943603
chr2L,110000,112000,2L,116000,118000,629,1.5,0.393553223,98.25586237
chr2L,110000,112000,2L,118000,120000,430,1,0.416291854,136.2213487
chr2L,110000,112000,2L,120000,122000,506,2.5,0.42003998,631.6319326
chr2L,110000,112000,2L,122000,124000,441,3,0.388305847,172.8008478
chr2L,110000,112000,2L,124000,126000,288,1.5,0.421789105,177.5372878
chr2L,110000,112000,2L,126000,128000,53,2,0.41804098,123.6234203
chr2L,110000,112000,2L,128000,130000,264,6,0.436781609,855.9287703
chr2L,110000,112000,2L,130000,132000,52,4.5,0.404297851,306.500149
chr2L,110000,112000,2L,132000,134000,112,2.5,0.465267366,273.7987583
chr2L,110000,112000,2L,134000,136000,79,1.5,0.385307346,191.0659369
chr2L,110000,112000,2L,136000,138000,86,2,0.400549725,207.7823554
chr2L,110000,112000,2L,138000,140000,80,1.5,0.405797101,110.7044595
chr2L,110000,112000,2L,140000,142000,77,2.5,0.430784608,114.9410866
chr2L,110000,112000,2L,142000,144000,110,11,0.447026487,344.8209359
chr2L,110000,112000,2L,144000,146000,52,2,0.443528236,117.8429146
chr2L,110000,112000,2L,146000,148000,38,4,0.434532734,102.4533741
chr2L,110000,112000,2L,148000,150000,76,1.5,0.434282859,101.7756942
chr2L,110000,112000,2L,150000,152000,68,1,0.431784108,100.5379266
chr2L,110000,112000,2L,152000,154000,52,1.5,0.445527236,102.1402941
chr2L,110000,112000,2L,154000,156000,63,2.5,0.430034983,256.8766427
chr2L,110000,112000,2L,156000,158000,67,1.5,0.414542729,197.290605
chr2L,110000,112000,2L,158000,160000,60,5,0.396551724,512.0075961
chr2L,110000,112000,2L,160000,162000,12,9,0.412543728,1890.216766
chr2L,110000,112000,2L,162000,164000,24,2,0.387806097,454.5382767
chr2L,110000,112000,2L,164000,166000,26,1.5,0.385807096,307.4933506
chr2L,110000,112000,2L,166000,168000,14,1.5,0.392303848,1016.193927
chr2L,110000,112000,2L,168000,170000,22,2.5,0.387806097,311.9652001
chr2L,110000,112000,2L,170000,172000,21,1.5,0.366816592,124.564391
chr2L,110000,112000,2L,172000,174000,23,2,0.381309345,91.38679994
chr2L,110000,112000,2L,174000,176000,10,1,0.369315342,89.01223334
chr2L,110000,112000,2L,176000,178000,12,1.5,0.365817091,84.33343254
chr2L,110000,112000,2L,178000,180000,27,2,0.40129935,98.96512454
chr2L,110000,112000,2L,180000,182000,17,1,0.412543728,111.8621921
chr2L,110000,112000,2L,182000,184000,7,4.5,0.386306847,250.8721731
chr2L,110000,112000,2L,184000,186000,30,1.5,0.469765117,108.9135384
chr2L,110000,112000,2L,186000,188000,22,1,0.425787106,95.49814626
chr2L,110000,112000,2L,188000,190000,19,1,0.45802099,110.610353
chr2L,110000,112000,2L,190000,192000,23,1,0.440029985,109.6196633
chr2L,110000,112000,2L,192000,194000,6,1,0.430284858,102.7878394
chr2L,110000,112000,2L,194000,196000,22,1,0.452523738,114.6105378
chr2L,110000,112000,2L,196000,198000,12,1,0.445277361,113.5399406
chr2L,110000,112000,2L,198000,2.00E+05,15,1,0.453023488,109.7817296
chr2L,110000,112000,2L,2.00E+05,202000,14,1.5,0.417291354,102.208528
chr2L,110000,112000,2L,202000,204000,21,4,0.365067466,185.3317909
chr2L,110000,112000,2L,204000,206000,21,1.5,0.441029485,126.6594266
chr2L,110000,112000,2L,206000,208000,13,3.5,0.411294353,203.5536183
chr2L,110000,112000,2L,208000,210000,20,1.5,0.450774613,103.3319421
chr2L,110000,112000,2L,210000,212000,11,1,0.375562219,98.42722642
chr2L,110000,112000,2L,212000,214000,24,1,0.471264368,116.1793959
chr2L,110000,112000,2L,214000,216000,15,1,0.457521239,108.0145661
chr2L,110000,112000,2L,216000,218000,8,1,0.434532734,110.5669144
chr2L,110000,112000,2L,218000,220000,10,1,0.406546727,95.14216942
chr2L,110000,112000,2L,220000,222000,10,6.5,0.40129935,213.3763384
chr2L,110000,112000,2L,222000,224000,14,18,0.430534733,425.0216756
chr2L,110000,112000,2L,224000,226000,1,2.5,0.426786607,380.2182009
chr2L,112000,114000,2L,112000,114000,303,0,0.412793603,107.1927298
chr2L,112000,114000,2L,114000,116000,912,6.5,0.38155922,202.0129183
chr2L,112000,114000,2L,116000,118000,651,0.5,0.395802099,96.32517767
chr2L,112000,114000,2L,118000,120000,445,0,0.41854073,134.290664
chr2L,112000,114000,2L,120000,122000,535,1.5,0.422288856,629.7012479
chr2L,112000,114000,2L,122000,124000,403,2,0.390554723,170.8701631
chr2L,112000,114000,2L,124000,126000,286,0.5,0.424037981,175.6066031
chr2L,112000,114000,2L,126000,128000,48,1,0.420289855,121.6927356
chr2L,112000,114000,2L,128000,130000,222,5,0.439030485,853.9980856
chr2L,112000,114000,2L,130000,132000,52,3.5,0.406546727,304.5694643
chr2L,112000,114000,2L,132000,134000,96,1.5,0.467516242,271.8680736
chr2L,112000,114000,2L,134000,136000,65,0.5,0.387556222,189.1352522
chr2L,112000,114000,2L,136000,138000,106,1,0.402798601,205.8516707
chr2L,112000,114000,2L,138000,140000,73,0.5,0.408045977,108.7737748
chr2L,112000,114000,2L,140000,142000,85,1.5,0.433033483,113.0104019
chr2L,112000,114000,2L,142000,144000,110,10,0.449275362,342.8902512
chr2L,112000,114000,2L,144000,146000,44,1,0.445777111,115.9122299
chr2L,112000,114000,2L,146000,148000,46,3,0.436781609,100.5226894
chr2L,112000,114000,2L,148000,150000,66,0.5,0.436531734,99.84500949
chr2L,112000,114000,2L,150000,152000,57,0,0.434032984,98.6072419
chr2L,112000,114000,2L,152000,154000,71,0.5,0.447776112,100.2096094
chr2L,112000,114000,2L,154000,156000,51,1.5,0.432283858,254.945958
chr2L,112000,114000,2L,156000,158000,60,0.5,0.416791604,195.3599203
chr2L,112000,114000,2L,158000,160000,50,4,0.3988006,510.0769114
chr2L,112000,114000,2L,160000,162000,5,8,0.414792604,1888.286081
chr2L,112000,114000,2L,162000,164000,13,1,0.390054973,452.607592
chr2L,112000,114000,2L,164000,166000,24,0.5,0.388055972,305.5626659
chr2L,112000,114000,2L,166000,168000,14,0.5,0.394552724,1014.263242
chr2L,112000,114000,2L,168000,170000,15,1.5,0.390054973,310.0345154
chr2L,112000,114000,2L,170000,172000,23,0.5,0.369065467,122.6337063
chr2L,112000,114000,2L,172000,174000,20,1,0.383558221,89.45611525
chr2L,112000,114000,2L,174000,176000,9,0,0.371564218,87.08154865
chr2L,112000,114000,2L,176000,178000,10,0.5,0.368065967,82.40274785
chr2L,112000,114000,2L,178000,180000,29,1,0.403548226,97.03443984
chr2L,112000,114000,2L,180000,182000,9,0,0.414792604,109.9315074
chr2L,112000,114000,2L,182000,184000,7,3.5,0.388555722,248.9414884
chr2L,112000,114000,2L,184000,186000,17,0.5,0.472013993,106.9828537
chr2L,112000,114000,2L,186000,188000,23,0,0.428035982,93.56746157
chr2L,112000,114000,2L,188000,190000,29,0,0.460269865,108.6796683
chr2L,112000,114000,2L,190000,192000,31,0,0.442278861,107.6889786
chr2L,112000,114000,2L,192000,194000,11,0,0.432533733,100.8571547
chr2L,112000,114000,2L,194000,196000,14,0,0.454772614,112.6798531
chr2L,112000,114000,2L,196000,198000,12,0,0.447526237,111.6092559
chr2L,112000,114000,2L,198000,2.00E+05,20,0,0.455272364,107.8510449
chr2L,112000,114000,2L,2.00E+05,202000,11,0.5,0.41954023,100.2778433
chr2L,112000,114000,2L,202000,204000,17,3,0.367316342,183.4011062
chr2L,112000,114000,2L,204000,206000,20,0.5,0.443278361,124.7287419
chr2L,112000,114000,2L,206000,208000,19,2.5,0.413543228,201.6229336
chr2L,112000,114000,2L,208000,210000,12,0.5,0.453023488,101.4012574
chr2L,112000,114000,2L,210000,212000,10,0,0.377811094,96.49654173
chr2L,112000,114000,2L,212000,214000,12,0,0.473513243,114.2487112
chr2L,112000,114000,2L,214000,216000,10,0,0.459770115,106.0838814
chr2L,112000,114000,2L,216000,218000,9,0,0.436781609,108.6362297
chr2L,112000,114000,2L,218000,220000,16,0,0.408795602,93.21148472
chr2L,112000,114000,2L,220000,222000,9,5.5,0.403548226,211.4456537
chr2L,112000,114000,2L,222000,224000,11,17,0.432783608,423.0909909
chr2L,112000,114000,2L,224000,226000,2,1.5,0.429035482,378.2875162
chr2L,114000,116000,2L,114000,116000,648,13,0.350324838,296.8331069
chr2L,114000,116000,2L,116000,118000,1500,7,0.364567716,191.1453662
chr2L,114000,116000,2L,118000,120000,951,6.5,0.387306347,229.1108525
chr2L,114000,116000,2L,120000,122000,1139,8,0.391054473,724.5214365
chr2L,114000,116000,2L,122000,124000,852,8.5,0.35932034,265.6903516
chr2L,114000,116000,2L,124000,126000,536,7,0.392803598,270.4267917
chr2L,114000,116000,2L,126000,128000,79,7.5,0.389055472,216.5129241
chr2L,114000,116000,2L,128000,130000,476,11.5,0.407796102,948.8182741
chr2L,114000,116000,2L,130000,132000,95,10,0.375312344,399.3896528
chr2L,114000,116000,2L,132000,134000,202,8,0.436281859,366.6882622
chr2L,114000,116000,2L,134000,136000,129,7,0.356321839,283.9554407
chr2L,114000,116000,2L,136000,138000,161,7.5,0.371564218,300.6718592
chr2L,114000,116000,2L,138000,140000,136,7,0.376811594,203.5939634
chr2L,114000,116000,2L,140000,142000,140,8,0.4017991,207.8305904
chr2L,114000,116000,2L,142000,144000,159,16.5,0.41804098,437.7104397
chr2L,114000,116000,2L,144000,146000,76,7.5,0.414542729,210.7324185
chr2L,114000,116000,2L,146000,148000,91,9.5,0.405547226,195.342878
chr2L,114000,116000,2L,148000,150000,95,7,0.405297351,194.665198
chr2L,114000,116000,2L,150000,152000,93,6.5,0.402798601,193.4274305
chr2L,114000,116000,2L,152000,154000,94,7,0.416541729,195.029798
chr2L,114000,116000,2L,154000,156000,79,8,0.401049475,349.7661465
chr2L,114000,116000,2L,156000,158000,99,7,0.385557221,290.1801089
chr2L,114000,116000,2L,158000,160000,55,10.5,0.367566217,604.8971
chr2L,114000,116000,2L,160000,162000,13,14.5,0.383558221,1983.10627
chr2L,114000,116000,2L,162000,164000,28,7.5,0.35882059,547.4277805
chr2L,114000,116000,2L,164000,166000,38,7,0.356821589,400.3828545
chr2L,114000,116000,2L,166000,168000,23,7,0.363318341,1109.083431
chr2L,114000,116000,2L,168000,170000,27,8,0.35882059,404.8547039
chr2L,114000,116000,2L,170000,172000,23,7,0.337831084,217.4538948
chr2L,114000,116000,2L,172000,174000,32,7.5,0.352323838,184.2763038
chr2L,114000,116000,2L,174000,176000,16,6.5,0.340329835,181.9017372
chr2L,114000,116000,2L,176000,178000,17,7,0.336831584,177.2229364
chr2L,114000,116000,2L,178000,180000,29,7.5,0.372313843,191.8546284
chr2L,114000,116000,2L,180000,182000,27,6.5,0.383558221,204.7516959
chr2L,114000,116000,2L,182000,184000,9,10,0.357321339,343.761677
chr2L,114000,116000,2L,184000,186000,34,7,0.44077961,201.8030422
chr2L,114000,116000,2L,186000,188000,19,6.5,0.396801599,188.3876501
chr2L,114000,116000,2L,188000,190000,30,6.5,0.429035482,203.4998569
chr2L,114000,116000,2L,190000,192000,34,6.5,0.411044478,202.5091671
chr2L,114000,116000,2L,192000,194000,16,6.5,0.40129935,195.6773432
chr2L,114000,116000,2L,194000,196000,26,6.5,0.423538231,207.5000417
chr2L,114000,116000,2L,196000,198000,21,6.5,0.416291854,206.4294444
chr2L,114000,116000,2L,198000,2.00E+05,14,6.5,0.424037981,202.6712335
chr2L,114000,116000,2L,2.00E+05,202000,19,7,0.388305847,195.0980319
chr2L,114000,116000,2L,202000,204000,29,9.5,0.336081959,278.2212947
chr2L,114000,116000,2L,204000,206000,29,7,0.412043978,219.5489305
chr2L,114000,116000,2L,206000,208000,33,9,0.382308846,296.4431221
chr2L,114000,116000,2L,208000,210000,16,7,0.421789105,196.2214459
chr2L,114000,116000,2L,210000,212000,16,6.5,0.346576712,191.3167303
chr2L,114000,116000,2L,212000,214000,29,6.5,0.442278861,209.0688997
chr2L,114000,116000,2L,214000,216000,28,6.5,0.428535732,200.90407
chr2L,114000,116000,2L,216000,218000,8,6.5,0.405547226,203.4564183
chr2L,114000,116000,2L,218000,220000,15,6.5,0.377561219,188.0316733
chr2L,114000,116000,2L,220000,222000,12,12,0.372313843,306.2658423
chr2L,114000,116000,2L,222000,224000,11,23.5,0.401549225,517.9111795
chr2L,114000,116000,2L,224000,226000,1,8,0.397801099,473.1077047
chr2L,116000,118000,2L,116000,118000,696,1,0.378810595,85.45762556
chr2L,116000,118000,2L,118000,120000,1163,0.5,0.401549225,123.4231119
chr2L,116000,118000,2L,120000,122000,1365,2,0.405297351,618.8336958
chr2L,116000,118000,2L,122000,124000,1032,2.5,0.373563218,160.002611
chr2L,116000,118000,2L,124000,126000,611,1,0.407046477,164.739051
chr2L,116000,118000,2L,126000,128000,75,1.5,0.403298351,110.8251835
chr2L,116000,118000,2L,128000,130000,532,5.5,0.422038981,843.1305335
chr2L,116000,118000,2L,130000,132000,111,4,0.389555222,293.7019122
chr2L,116000,118000,2L,132000,134000,212,2,0.450524738,261.0005215
chr2L,116000,118000,2L,134000,136000,130,1,0.370564718,178.2677001
chr2L,116000,118000,2L,136000,138000,168,1.5,0.385807096,194.9841185
chr2L,116000,118000,2L,138000,140000,140,1,0.391054473,97.90622271
chr2L,116000,118000,2L,140000,142000,152,2,0.416041979,102.1428498
chr2L,116000,118000,2L,142000,144000,188,10.5,0.432283858,332.0226991
chr2L,116000,118000,2L,144000,146000,78,1.5,0.428785607,105.0446778
chr2L,116000,118000,2L,146000,148000,67,3.5,0.419790105,89.65513733
chr2L,116000,118000,2L,148000,150000,120,1,0.41954023,88.97745738
chr2L,116000,118000,2L,150000,152000,105,0.5,0.417041479,87.7396898
chr2L,116000,118000,2L,152000,154000,112,1,0.430784608,89.34205733
chr2L,116000,118000,2L,154000,156000,99,2,0.415292354,244.0784058
chr2L,116000,118000,2L,156000,158000,111,1,0.3998001,184.4923682
chr2L,116000,118000,2L,158000,160000,72,4.5,0.381809095,499.2093593
chr2L,116000,118000,2L,160000,162000,13,8.5,0.397801099,1877.418529
chr2L,116000,118000,2L,162000,164000,26,1.5,0.373063468,441.7400399
chr2L,116000,118000,2L,164000,166000,44,1,0.371064468,294.6951138
chr2L,116000,118000,2L,166000,168000,9,1,0.377561219,1003.39569
chr2L,116000,118000,2L,168000,170000,29,2,0.373063468,299.1669632
chr2L,116000,118000,2L,170000,172000,36,1,0.352073963,111.7661542
chr2L,116000,118000,2L,172000,174000,28,1.5,0.366566717,78.58856314
chr2L,116000,118000,2L,174000,176000,15,0.5,0.354572714,76.21399654
chr2L,116000,118000,2L,176000,178000,15,1,0.351074463,71.53519574
chr2L,116000,118000,2L,178000,180000,28,1.5,0.386556722,86.16688774
chr2L,116000,118000,2L,180000,182000,18,0.5,0.397801099,99.06395527
chr2L,116000,118000,2L,182000,184000,7,4,0.371564218,238.0739363
chr2L,116000,118000,2L,184000,186000,31,1,0.455022489,96.11530159
chr2L,116000,118000,2L,186000,188000,19,0.5,0.411044478,82.69990946
chr2L,116000,118000,2L,188000,190000,26,0.5,0.443278361,97.81211621
chr2L,116000,118000,2L,190000,192000,28,0.5,0.425287356,96.82142646
chr2L,116000,118000,2L,192000,194000,16,0.5,0.415542229,89.98960258
chr2L,116000,118000,2L,194000,196000,16,0.5,0.437781109,101.812301
chr2L,116000,118000,2L,196000,198000,15,0.5,0.430534733,100.7417038
chr2L,116000,118000,2L,198000,2.00E+05,14,0.5,0.43828086,96.98349281
chr2L,116000,118000,2L,2.00E+05,202000,23,1,0.402548726,89.41029119
chr2L,116000,118000,2L,202000,204000,30,3.5,0.350324838,172.5335541
chr2L,116000,118000,2L,204000,206000,18,1,0.426286857,113.8611898
chr2L,116000,118000,2L,206000,208000,26,3,0.396551724,190.7553815
chr2L,116000,118000,2L,208000,210000,20,1,0.436031984,90.53370525
chr2L,116000,118000,2L,210000,212000,21,0.5,0.36081959,85.62898962
chr2L,116000,118000,2L,212000,214000,33,0.5,0.456521739,103.3811591
chr2L,116000,118000,2L,214000,216000,21,0.5,0.442778611,95.21632929
chr2L,116000,118000,2L,216000,218000,8,0.5,0.419790105,97.76867762
chr2L,116000,118000,2L,218000,220000,12,0.5,0.391804098,82.34393261
chr2L,116000,118000,2L,220000,222000,10,6,0.386556722,200.5781016
chr2L,116000,118000,2L,222000,224000,21,17.5,0.415792104,412.2234388
chr2L,116000,118000,2L,224000,226000,4,2,0.412043978,367.4199641
chr2L,118000,120000,2L,118000,120000,324,0,0.424287856,161.3885982
chr2L,118000,120000,2L,120000,122000,1081,1.5,0.428035982,656.7991821
chr2L,118000,120000,2L,122000,124000,903,2,0.396301849,197.9680973
chr2L,118000,120000,2L,124000,126000,524,0.5,0.429785107,202.7045373
chr2L,118000,120000,2L,126000,128000,50,1,0.426036982,148.7906698
chr2L,118000,120000,2L,128000,130000,427,5,0.444777611,881.0960198
chr2L,118000,120000,2L,130000,132000,74,3.5,0.412293853,331.6673985
chr2L,118000,120000,2L,132000,134000,177,1.5,0.473263368,298.9660079
chr2L,118000,120000,2L,134000,136000,107,0.5,0.393303348,216.2331864
chr2L,118000,120000,2L,136000,138000,125,1,0.408545727,232.9496049
chr2L,118000,120000,2L,138000,140000,132,0.5,0.413793103,135.871709
chr2L,118000,120000,2L,140000,142000,116,1.5,0.43878061,140.1083361
chr2L,118000,120000,2L,142000,144000,133,10,0.455022489,369.9881854
chr2L,118000,120000,2L,144000,146000,70,1,0.451524238,143.0101641
chr2L,118000,120000,2L,146000,148000,46,3,0.442528736,127.6206237
chr2L,118000,120000,2L,148000,150000,102,0.5,0.442278861,126.9429437
chr2L,118000,120000,2L,150000,152000,90,0,0.43978011,125.7051761
chr2L,118000,120000,2L,152000,154000,79,0.5,0.453523238,127.3075436
chr2L,118000,120000,2L,154000,156000,71,1.5,0.438030985,282.0438922
chr2L,118000,120000,2L,156000,158000,76,0.5,0.422538731,222.4578546
chr2L,118000,120000,2L,158000,160000,49,4,0.404547726,537.1748456
chr2L,118000,120000,2L,160000,162000,10,8,0.42053973,1915.384015
chr2L,118000,120000,2L,162000,164000,16,1,0.395802099,479.7055262
chr2L,118000,120000,2L,164000,166000,29,0.5,0.393803098,332.6606001
chr2L,118000,120000,2L,166000,168000,9,0.5,0.40029985,1041.361176
chr2L,118000,120000,2L,168000,170000,32,1.5,0.395802099,337.1324496
chr2L,118000,120000,2L,170000,172000,23,0.5,0.374812594,149.7316405
chr2L,118000,120000,2L,172000,174000,33,1,0.389305347,116.5540495
chr2L,118000,120000,2L,174000,176000,11,0,0.377311344,114.1794829
chr2L,118000,120000,2L,176000,178000,13,0.5,0.373813093,109.5006821
chr2L,118000,120000,2L,178000,180000,30,1,0.409295352,124.1323741
chr2L,118000,120000,2L,180000,182000,21,0,0.42053973,137.0294416
chr2L,118000,120000,2L,182000,184000,9,3.5,0.394302849,276.0394226
chr2L,118000,120000,2L,184000,186000,29,0.5,0.477761119,134.0807879
chr2L,118000,120000,2L,186000,188000,12,0,0.433783108,120.6653958
chr2L,118000,120000,2L,188000,190000,13,0,0.466016992,135.7776025
chr2L,118000,120000,2L,190000,192000,29,0,0.448025987,134.7869128
chr2L,118000,120000,2L,192000,194000,14,0,0.43828086,127.9550889
chr2L,118000,120000,2L,194000,196000,17,0,0.46051974,139.7777873
chr2L,118000,120000,2L,196000,198000,7,0,0.453273363,138.7071901
